run_id,step,op,args,position,crop,money_before,money_after,tile_before,tile_after,shed_before_qty,shed_after_qty,outcome
,505,WEST,(),"(3, 4)",,14862.0,14862.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,506,WEST,(),"(2, 4)",,14862.0,14862.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,507,NORTH,(),"(1, 4)",,14862.0,14862.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,508,NORTH,(),"(1, 3)",,14862.0,14862.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,509,NORTH,(),"(1, 2)",,14862.0,14862.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,510,HARVEST,(),"(1, 1)",MELON,14862.0,14862.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",,0,0,TILE_CHANGED_NO_SHED_CHANGE
,511,NORTH,(),"(1, 1)",,14862.0,14702.0,,,,,OBSERVED
,512,WATER,(),"(1, 0)",MELON,14702.0,14702.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,WATERED
,513,SOUTH,(),"(1, 0)",MELON,14702.0,14702.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,514,NORTH,(),"(1, 1)",,14702.0,14702.0,,,,,OBSERVED
,515,SOUTH,(),"(1, 0)",MELON,14702.0,14702.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,516,NORTH,(),"(1, 1)",,14702.0,14702.0,,,,,OBSERVED
,517,SOUTH,(),"(1, 0)",MELON,14702.0,14702.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,518,NORTH,(),"(1, 1)",,14702.0,14702.0,,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': False, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",,,OBSERVED
,519,SOUTH,(),"(1, 0)",MELON,14702.0,14702.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,520,WATER,(),"(1, 1)",MELON,14702.0,14702.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': False, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,0,WATERED
,521,EAST,(),"(1, 1)",MELON,14702.0,14702.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,0,OBSERVED
,522,WEST,(),"(2, 1)",,14702.0,14702.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,523,EAST,(),"(1, 1)",MELON,14702.0,14702.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,0,OBSERVED
,524,WEST,(),"(2, 1)",,14702.0,14702.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,525,EAST,(),"(1, 1)",MELON,14702.0,14702.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,0,OBSERVED
,526,WEST,(),"(2, 1)",,14702.0,14702.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,527,EAST,(),"(1, 1)",MELON,14702.0,14702.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,5,OBSERVED
,528,WEST,(),"(4, 4)",,14702.0,15871.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,529,WEST,(),"(3, 4)",,15871.0,15871.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,530,WEST,(),"(2, 4)",,15871.0,15871.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,531,NORTH,(),"(1, 4)",,15871.0,15871.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,532,NORTH,(),"(1, 3)",,15871.0,15871.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,533,NORTH,(),"(1, 2)",,15871.0,15871.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,534,WATER,(),"(1, 1)",MELON,15871.0,15871.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,0,WATERED
,535,NORTH,(),"(1, 1)",MELON,15871.0,15871.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,0,OBSERVED
,536,WATER,(),"(1, 0)",MELON,15871.0,15871.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,WATERED
,537,EAST,(),"(1, 0)",MELON,15871.0,15871.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,538,WEST,(),"(2, 0)",,15871.0,15871.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,539,EAST,(),"(1, 0)",MELON,15871.0,15871.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,540,WEST,(),"(2, 0)",,15871.0,15871.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,541,EAST,(),"(1, 0)",MELON,15871.0,15871.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,542,WEST,(),"(2, 0)",,15871.0,15871.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,543,EAST,(),"(1, 0)",MELON,15871.0,15871.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,544,WEST,(),"(2, 0)",,15871.0,15871.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,545,EAST,(),"(1, 0)",MELON,15871.0,15871.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,546,WEST,(),"(2, 0)",,15871.0,15871.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,547,EAST,(),"(1, 0)",MELON,15871.0,15871.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,548,WEST,(),"(2, 0)",,15871.0,15871.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,549,EAST,(),"(1, 0)",MELON,15871.0,15871.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,550,WEST,(),"(2, 0)",,15871.0,15871.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,551,EAST,(),"(1, 0)",MELON,15871.0,15871.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,552,WEST,(),"(4, 4)",,15871.0,15870.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,553,WEST,(),"(3, 4)",,15870.0,15870.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,554,WEST,(),"(2, 4)",,15870.0,15870.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,555,NORTH,(),"(1, 4)",,15870.0,15870.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,556,NORTH,(),"(1, 3)",,15870.0,15870.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,557,NORTH,(),"(1, 2)",,15870.0,15870.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,558,WATER,(),"(1, 1)",MELON,15870.0,15870.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,0,WATERED
,559,NORTH,(),"(1, 1)",MELON,15870.0,15870.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,0,OBSERVED
,560,WATER,(),"(1, 0)",MELON,15870.0,15870.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,WATERED
,561,EAST,(),"(1, 0)",MELON,15870.0,15870.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,562,WEST,(),"(2, 0)",,15870.0,15870.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,563,EAST,(),"(1, 0)",MELON,15870.0,15870.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,564,WEST,(),"(2, 0)",,15870.0,15870.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,565,EAST,(),"(1, 0)",MELON,15870.0,15870.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,566,WEST,(),"(2, 0)",,15870.0,15870.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,567,EAST,(),"(1, 0)",MELON,15870.0,15870.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,568,WEST,(),"(2, 0)",,15870.0,15870.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,569,EAST,(),"(1, 0)",MELON,15870.0,15870.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,570,WEST,(),"(2, 0)",,15870.0,15870.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,571,EAST,(),"(1, 0)",MELON,15870.0,15870.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,572,WEST,(),"(2, 0)",,15870.0,15870.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,573,EAST,(),"(1, 0)",MELON,15870.0,15870.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,574,WEST,(),"(2, 0)",,15870.0,15870.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,575,EAST,(),"(1, 0)",MELON,15870.0,15870.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,576,WEST,(),"(4, 4)",,15870.0,15869.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,577,WEST,(),"(3, 4)",,15869.0,15869.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,578,WEST,(),"(2, 4)",,15869.0,15869.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,579,NORTH,(),"(1, 4)",,15869.0,15869.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,580,NORTH,(),"(1, 3)",,15869.0,15869.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,581,NORTH,(),"(1, 2)",,15869.0,15869.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,582,WATER,(),"(1, 1)",MELON,15869.0,15869.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,0,WATERED
,583,NORTH,(),"(1, 1)",MELON,15869.0,15869.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,0,OBSERVED
,584,WATER,(),"(1, 0)",MELON,15869.0,15869.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,WATERED
,585,EAST,(),"(1, 0)",MELON,15869.0,15869.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,586,WEST,(),"(2, 0)",,15869.0,15869.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,587,EAST,(),"(1, 0)",MELON,15869.0,15869.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,588,WEST,(),"(2, 0)",,15869.0,15869.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,589,EAST,(),"(1, 0)",MELON,15869.0,15869.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,590,WEST,(),"(2, 0)",,15869.0,15869.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,591,EAST,(),"(1, 0)",MELON,15869.0,15869.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,592,WEST,(),"(2, 0)",,15869.0,15869.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,593,EAST,(),"(1, 0)",MELON,15869.0,15869.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,594,WEST,(),"(2, 0)",,15869.0,15869.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,595,EAST,(),"(1, 0)",MELON,15869.0,15869.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,596,WEST,(),"(2, 0)",,15869.0,15869.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,597,EAST,(),"(1, 0)",MELON,15869.0,15869.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,598,WEST,(),"(2, 0)",,15869.0,15869.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,599,EAST,(),"(1, 0)",MELON,15869.0,15869.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,600,WEST,(),"(4, 4)",,15869.0,15868.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,601,WEST,(),"(3, 4)",,15868.0,15868.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,602,WEST,(),"(2, 4)",,15868.0,15868.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,603,NORTH,(),"(1, 4)",,15868.0,15868.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,604,NORTH,(),"(1, 3)",,15868.0,15868.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,605,NORTH,(),"(1, 2)",,15868.0,15868.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
