step,resource,price,prev_price,inventory
330,WOOL,223,223,9986
330,FERTILIZER,100,100,10000
331,WHEAT,37,37,9863
331,CARROT,36,36,9986
331,TOMATO,67,67,9939
331,STRAWBERRY,207,207,9892
331,MELON,270,270,9991
331,EGG,55,55,9910
331,MILK,242,242,9910
331,WOOL,223,223,9986
331,FERTILIZER,100,100,10000
332,WHEAT,37,37,9863
332,CARROT,36,36,9986
332,TOMATO,67,67,9939
332,STRAWBERRY,207,207,9892
332,MELON,270,270,9991
332,EGG,55,55,9910
332,MILK,242,242,9910
332,WOOL,223,223,9986
332,FERTILIZER,100,100,10000
333,WHEAT,37,37,9860
333,CARROT,36,36,9986
333,TOMATO,67,67,9938
333,STRAWBERRY,208,207,9890
333,MELON,270,270,9991
333,EGG,56,55,9908
333,MILK,243,242,9908
333,WOOL,223,223,9986
333,FERTILIZER,100,100,10000
334,WHEAT,37,37,9860
334,CARROT,36,36,9986
334,TOMATO,67,67,9938
334,STRAWBERRY,208,208,9890
334,MELON,270,270,9991
334,EGG,56,56,9908
334,MILK,243,243,9908
334,WOOL,223,223,9986
334,FERTILIZER,100,100,10000
335,WHEAT,37,37,9860
335,CARROT,36,36,9986
335,TOMATO,67,67,9938
335,STRAWBERRY,208,208,9890
335,MELON,270,270,9991
335,EGG,56,56,9908
335,MILK,243,243,9908
335,WOOL,223,223,9986
335,FERTILIZER,100,100,10000
336,WHEAT,37,37,9860
336,CARROT,36,36,9986
336,TOMATO,67,67,9938
336,STRAWBERRY,208,208,9890
336,MELON,270,270,9991
336,EGG,56,56,9908
336,MILK,243,243,9908
336,WOOL,223,223,9986
336,FERTILIZER,100,100,10000
337,WHEAT,37,37,9856
337,CARROT,36,36,9985
337,TOMATO,68,67,9936
337,STRAWBERRY,209,208,9887
337,MELON,271,270,9990
337,EGG,56,56,9905
337,MILK,245,243,9905
337,WOOL,224,223,9985
337,FERTILIZER,100,100,10000
338,WHEAT,37,37,9856
338,CARROT,36,36,9985
338,TOMATO,68,68,9936
338,STRAWBERRY,209,209,9887
338,MELON,271,271,9990
338,EGG,56,56,9905
338,MILK,245,245,9905
338,WOOL,224,224,9985
338,FERTILIZER,100,100,10000
339,WHEAT,37,37,9856
339,CARROT,36,36,9985
339,TOMATO,68,68,9936
339,STRAWBERRY,209,209,9887
339,MELON,271,271,9990
339,EGG,56,56,9905
339,MILK,245,245,9905
339,WOOL,224,224,9985
339,FERTILIZER,100,100,10000
340,WHEAT,37,37,9856
340,CARROT,36,36,9985
340,TOMATO,68,68,9936
340,STRAWBERRY,209,209,9887
340,MELON,271,271,9990
340,EGG,56,56,9905
340,MILK,245,245,9905
340,WOOL,224,224,9985
340,FERTILIZER,100,100,10000
341,WHEAT,37,37,9853
341,CARROT,36,36,9985
341,TOMATO,68,68,9935
341,STRAWBERRY,210,209,9885
341,MELON,271,271,9990
341,EGG,56,56,9903
341,MILK,246,245,9903
341,WOOL,224,224,9985
341,FERTILIZER,100,100,10000
342,WHEAT,37,37,9853
342,CARROT,36,36,9985
342,TOMATO,68,68,9935
342,STRAWBERRY,210,210,9885
342,MELON,271,271,9990
342,EGG,56,56,9903
342,MILK,246,246,9903
342,WOOL,224,224,9985
342,FERTILIZER,100,100,10000
343,WHEAT,37,37,9853
343,CARROT,36,36,9985
343,TOMATO,68,68,9935
343,STRAWBERRY,210,210,9885
343,MELON,271,271,9990
343,EGG,56,56,9903
343,MILK,246,246,9903
343,WOOL,224,224,9985
343,FERTILIZER,100,100,10000
344,WHEAT,37,37,9853
344,CARROT,36,36,9985
344,TOMATO,68,68,9935
344,STRAWBERRY,210,210,9885
344,MELON,271,271,9990
344,EGG,56,56,9903
344,MILK,246,246,9903
344,WOOL,224,224,9985
344,FERTILIZER,100,100,10000
345,WHEAT,37,37,9850
345,CARROT,36,36,9985
345,TOMATO,68,68,9934
345,STRAWBERRY,211,210,9883
345,MELON,271,271,9990
345,EGG,56,56,9901
345,MILK,246,246,9901
345,WOOL,224,224,9985
345,FERTILIZER,100,100,10000
346,WHEAT,37,37,9850
346,CARROT,36,36,9985
346,TOMATO,68,68,9934
346,STRAWBERRY,211,211,9883
346,MELON,271,271,9990
346,EGG,56,56,9901
346,MILK,246,246,9901
346,WOOL,224,224,9985
346,FERTILIZER,100,100,10000
347,WHEAT,37,37,9850
347,CARROT,36,36,9985
347,TOMATO,68,68,9934
347,STRAWBERRY,211,211,9883
347,MELON,271,271,9990
347,EGG,56,56,9901
347,MILK,246,246,9901
347,WOOL,224,224,9985
347,FERTILIZER,100,100,10000
348,WHEAT,37,37,9850
348,CARROT,36,36,9985
348,TOMATO,68,68,9934
348,STRAWBERRY,211,211,9883
348,MELON,271,271,9990
348,EGG,56,56,9901
348,MILK,246,246,9901
348,WOOL,224,224,9985
348,FERTILIZER,100,100,10000
349,WHEAT,37,37,9847
349,CARROT,36,36,9985
349,TOMATO,68,68,9933
349,STRAWBERRY,212,211,9881
349,MELON,271,271,9990
349,EGG,56,56,9899
349,MILK,247,246,9899
349,WOOL,224,224,9985
349,FERTILIZER,100,100,10000
350,WHEAT,37,37,9847
350,CARROT,36,36,9985
350,TOMATO,68,68,9933
350,STRAWBERRY,212,212,9881
350,MELON,271,271,9990
350,EGG,56,56,9899
350,MILK,247,247,9899
350,WOOL,224,224,9985
350,FERTILIZER,100,100,10000
351,WHEAT,37,37,9847
351,CARROT,36,36,9985
351,TOMATO,68,68,9933
351,STRAWBERRY,212,212,9881
351,MELON,271,271,9990
351,EGG,56,56,9899
351,MILK,247,247,9899
351,WOOL,224,224,9985
351,FERTILIZER,100,100,10000
352,WHEAT,37,37,9847
352,CARROT,36,36,9985
352,TOMATO,68,68,9933
352,STRAWBERRY,212,212,9881
352,MELON,271,271,9990
352,EGG,56,56,9899
352,MILK,247,247,9899
352,WOOL,224,224,9985
352,FERTILIZER,100,100,10000
353,WHEAT,37,37,9844
353,CARROT,36,36,9985
353,TOMATO,68,68,9932
353,STRAWBERRY,212,212,9879
353,MELON,271,271,9990
353,EGG,56,56,9897
353,MILK,248,247,9897
353,WOOL,224,224,9985
353,FERTILIZER,100,100,10000
354,WHEAT,37,37,9844
354,CARROT,36,36,9985
354,TOMATO,68,68,9932
354,STRAWBERRY,212,212,9879
354,MELON,271,271,9990
354,EGG,56,56,9897
354,MILK,248,248,9897
354,WOOL,224,224,9985
354,FERTILIZER,100,100,10000
355,WHEAT,37,37,9844
355,CARROT,36,36,9985
355,TOMATO,68,68,9932
355,STRAWBERRY,212,212,9879
355,MELON,271,271,9990
355,EGG,56,56,9897
355,MILK,248,248,9897
355,WOOL,224,224,9985
355,FERTILIZER,100,100,10000
356,WHEAT,37,37,9844
356,CARROT,36,36,9985
356,TOMATO,68,68,9932
356,STRAWBERRY,212,212,9879
356,MELON,271,271,9990
356,EGG,56,56,9897
356,MILK,248,248,9897
356,WOOL,224,224,9985
356,FERTILIZER,100,100,10000
357,WHEAT,38,37,9841
357,CARROT,36,36,9985
357,TOMATO,68,68,9931
357,STRAWBERRY,213,212,9877
357,MELON,271,271,9990
357,EGG,56,56,9895
357,MILK,249,248,9895
357,WOOL,224,224,9985
357,FERTILIZER,100,100,10000
358,WHEAT,38,38,9841
358,CARROT,36,36,9985
358,TOMATO,68,68,9931
358,STRAWBERRY,213,213,9877
358,MELON,271,271,9990
358,EGG,56,56,9895
358,MILK,249,249,9895
358,WOOL,224,224,9985
358,FERTILIZER,100,100,10000
359,WHEAT,38,38,9841
359,CARROT,36,36,9985
359,TOMATO,68,68,9931
359,STRAWBERRY,213,213,9877
359,MELON,271,271,9990
359,EGG,56,56,9895
359,MILK,249,249,9895
359,WOOL,224,224,9985
359,FERTILIZER,100,100,10000
360,WHEAT,38,38,9841
360,CARROT,36,36,9985
360,TOMATO,68,68,9931
360,STRAWBERRY,213,213,9877
360,MELON,271,271,9990
360,EGG,56,56,9895
360,MILK,249,249,9895
360,WOOL,224,224,9985
360,FERTILIZER,100,100,10000
361,WHEAT,38,38,9836
361,CARROT,36,36,9984
361,TOMATO,69,68,9929
361,STRAWBERRY,214,213,9874
361,MELON,272,271,9989
361,EGG,57,56,9891
361,MILK,250,249,9892
361,WOOL,224,224,9984
361,FERTILIZER,100,100,10000
362,WHEAT,38,38,9836
362,CARROT,36,36,9984
362,TOMATO,69,69,9929
362,STRAWBERRY,214,214,9874
362,MELON,272,272,9989
362,EGG,57,57,9891
362,MILK,250,250,9892
362,WOOL,224,224,9984
362,FERTILIZER,100,100,10000
363,WHEAT,38,38,9836
363,CARROT,36,36,9984
363,TOMATO,69,69,9929
363,STRAWBERRY,214,214,9874
363,MELON,272,272,9989
363,EGG,57,57,9891
363,MILK,250,250,9892
363,WOOL,224,224,9984
363,FERTILIZER,100,100,10000
364,WHEAT,38,38,9836
364,CARROT,36,36,9984
364,TOMATO,69,69,9929
364,STRAWBERRY,214,214,9874
364,MELON,272,272,9989
364,EGG,57,57,9891
364,MILK,250,250,9892
364,WOOL,224,224,9984
364,FERTILIZER,100,100,10000
365,WHEAT,38,38,9832
365,CARROT,36,36,9984
365,TOMATO,69,69,9928
365,STRAWBERRY,215,214,9872
365,MELON,272,272,9989
365,EGG,57,57,9888
365,MILK,251,250,9890
365,WOOL,224,224,9984
365,FERTILIZER,100,100,10000
366,WHEAT,38,38,9832
366,CARROT,36,36,9984
366,TOMATO,69,69,9928
366,STRAWBERRY,215,215,9872
366,MELON,272,272,9989
366,EGG,57,57,9888
366,MILK,251,251,9890
366,WOOL,224,224,9984
366,FERTILIZER,100,100,10000
367,WHEAT,38,38,9832
367,CARROT,36,36,9984
367,TOMATO,69,69,9928
367,STRAWBERRY,215,215,9872
367,MELON,272,272,9989
367,EGG,57,57,9888
367,MILK,251,251,9890
367,WOOL,224,224,9984
367,FERTILIZER,100,100,10000
368,WHEAT,38,38,9832
368,CARROT,36,36,9984
368,TOMATO,69,69,9928
368,STRAWBERRY,215,215,9872
368,MELON,272,272,9989
368,EGG,57,57,9888
368,MILK,251,251,9890
368,WOOL,224,224,9984
368,FERTILIZER,100,100,10000
369,WHEAT,38,38,9828
369,CARROT,36,36,9984
369,TOMATO,69,69,9927
369,STRAWBERRY,216,215,9870
369,MELON,272,272,9989
369,EGG,57,57,9885
369,MILK,252,251,9888
369,WOOL,224,224,9984
369,FERTILIZER,100,100,10000
370,WHEAT,38,38,9828
370,CARROT,36,36,9984
370,TOMATO,69,69,9927
370,STRAWBERRY,216,216,9870
370,MELON,272,272,9989
370,EGG,57,57,9885
370,MILK,252,252,9888
370,WOOL,224,224,9984
370,FERTILIZER,100,100,10000
371,WHEAT,38,38,9828
371,CARROT,36,36,9984
371,TOMATO,69,69,9927
371,STRAWBERRY,216,216,9870
371,MELON,272,272,9989
371,EGG,57,57,9885
371,MILK,252,252,9888
371,WOOL,224,224,9984
371,FERTILIZER,100,100,10000
372,WHEAT,38,38,9828
372,CARROT,36,36,9984
372,TOMATO,69,69,9927
372,STRAWBERRY,216,216,9870
372,MELON,272,272,9989
372,EGG,57,57,9885
372,MILK,252,252,9888
372,WOOL,224,224,9984
372,FERTILIZER,100,100,10000
373,WHEAT,38,38,9824
373,CARROT,36,36,9984
373,TOMATO,69,69,9926
373,STRAWBERRY,217,216,9868
373,MELON,272,272,9989
373,EGG,57,57,9882
373,MILK,253,252,9886
373,WOOL,224,224,9984
373,FERTILIZER,100,100,10000
374,WHEAT,38,38,9824
374,CARROT,36,36,9984
374,TOMATO,69,69,9926
374,STRAWBERRY,217,217,9868
374,MELON,272,272,9989
374,EGG,57,57,9882
374,MILK,253,253,9886
374,WOOL,224,224,9984
374,FERTILIZER,100,100,10000
375,WHEAT,38,38,9824
375,CARROT,36,36,9984
375,TOMATO,69,69,9926
375,STRAWBERRY,217,217,9868
375,MELON,272,272,9989
375,EGG,57,57,9882
375,MILK,253,253,9886
375,WOOL,224,224,9984
375,FERTILIZER,100,100,10000
376,WHEAT,38,38,9824
376,CARROT,36,36,9984
376,TOMATO,69,69,9926
376,STRAWBERRY,217,217,9868
376,MELON,272,272,9989
376,EGG,57,57,9882
376,MILK,253,253,9886
376,WOOL,224,224,9984
376,FERTILIZER,100,100,10000
377,WHEAT,38,38,9820
377,CARROT,36,36,9984
377,TOMATO,69,69,9925
377,STRAWBERRY,217,217,9866
377,MELON,272,272,9989
377,EGG,57,57,9879
377,MILK,254,253,9884
377,WOOL,224,224,9984
377,FERTILIZER,100,100,10000
378,WHEAT,38,38,9820
378,CARROT,36,36,9984
378,TOMATO,69,69,9925
378,STRAWBERRY,217,217,9866
378,MELON,272,272,9989
378,EGG,57,57,9879
378,MILK,254,254,9884
378,WOOL,224,224,9984
378,FERTILIZER,100,100,10000
379,WHEAT,38,38,9820
379,CARROT,36,36,9984
379,TOMATO,69,69,9925
379,STRAWBERRY,217,217,9866
379,MELON,272,272,9989
379,EGG,57,57,9879
379,MILK,254,254,9884
379,WOOL,224,224,9984
379,FERTILIZER,100,100,10000
380,WHEAT,38,38,9820
380,CARROT,36,36,9984
380,TOMATO,69,69,9925
380,STRAWBERRY,217,217,9866
380,MELON,272,272,9989
380,EGG,57,57,9879
380,MILK,254,254,9884
380,WOOL,224,224,9984
380,FERTILIZER,100,100,10000
381,WHEAT,39,38,9816
381,CARROT,36,36,9984
381,TOMATO,69,69,9924
381,STRAWBERRY,218,217,9864
381,MELON,272,272,9989
381,EGG,57,57,9876
381,MILK,254,254,9882
381,WOOL,224,224,9984
381,FERTILIZER,100,100,10000
382,WHEAT,39,39,9816
382,CARROT,36,36,9984
382,TOMATO,69,69,9924
382,STRAWBERRY,218,218,9864
382,MELON,272,272,9989
382,EGG,57,57,9876
382,MILK,254,254,9882
382,WOOL,224,224,9984
382,FERTILIZER,100,100,10000
383,WHEAT,39,39,9816
383,CARROT,36,36,9984
383,TOMATO,69,69,9924
383,STRAWBERRY,218,218,9864
383,MELON,272,272,9989
383,EGG,57,57,9876
383,MILK,254,254,9882
383,WOOL,224,224,9984
383,FERTILIZER,100,100,10000
384,WHEAT,39,39,9816
384,CARROT,36,36,9984
384,TOMATO,69,69,9924
384,STRAWBERRY,218,218,9864
384,MELON,272,272,9989
384,EGG,57,57,9876
384,MILK,254,254,9882
384,WOOL,224,224,9984
384,FERTILIZER,100,100,10000
385,WHEAT,39,39,9811
385,CARROT,36,36,9983
385,TOMATO,69,69,9922
385,STRAWBERRY,219,218,9861
385,MELON,272,272,9988
385,EGG,58,57,9872
385,MILK,256,254,9879
385,WOOL,225,224,9983
385,FERTILIZER,100,100,10000
386,WHEAT,39,39,9811
386,CARROT,36,36,9983
386,TOMATO,69,69,9922
386,STRAWBERRY,219,219,9861
386,MELON,272,272,9988
386,EGG,58,58,9872
386,MILK,256,256,9879
386,WOOL,225,225,9983
386,FERTILIZER,100,100,10000
387,WHEAT,39,39,9811
387,CARROT,36,36,9983
387,TOMATO,69,69,9922
387,STRAWBERRY,219,219,9861
387,MELON,272,272,9988
387,EGG,58,58,9872
387,MILK,256,256,9879
387,WOOL,225,225,9983
387,FERTILIZER,100,100,10000
388,WHEAT,39,39,9811
388,CARROT,36,36,9983
388,TOMATO,69,69,9922
388,STRAWBERRY,219,219,9861
388,MELON,272,272,9988
388,EGG,58,58,9872
388,MILK,256,256,9879
388,WOOL,225,225,9983
388,FERTILIZER,100,100,10000
389,WHEAT,39,39,9807
389,CARROT,36,36,9983
389,TOMATO,69,69,9921
389,STRAWBERRY,220,219,9859
389,MELON,272,272,9988
389,EGG,58,58,9869
389,MILK,256,256,9877
389,WOOL,225,225,9983
389,FERTILIZER,100,100,10000
390,WHEAT,39,39,9807
390,CARROT,36,36,9983
390,TOMATO,69,69,9921
390,STRAWBERRY,220,220,9859
390,MELON,272,272,9988
390,EGG,58,58,9869
390,MILK,256,256,9877
390,WOOL,225,225,9983
390,FERTILIZER,100,100,10000
391,WHEAT,39,39,9807
391,CARROT,36,36,9983
391,TOMATO,69,69,9921
391,STRAWBERRY,220,220,9859
391,MELON,272,272,9988
391,EGG,58,58,9869
391,MILK,256,256,9877
391,WOOL,225,225,9983
391,FERTILIZER,100,100,10000
392,WHEAT,39,39,9807
392,CARROT,36,36,9983
392,TOMATO,69,69,9921
392,STRAWBERRY,220,220,9859
392,MELON,272,272,9988
392,EGG,58,58,9869
392,MILK,256,256,9877
392,WOOL,225,225,9983
392,FERTILIZER,100,100,10000
393,WHEAT,39,39,9803
393,CARROT,36,36,9983
393,TOMATO,70,69,9920
393,STRAWBERRY,220,220,9857
393,MELON,272,272,9988
393,EGG,58,58,9866
393,MILK,257,256,9875
393,WOOL,225,225,9983
393,FERTILIZER,100,100,10000
394,WHEAT,39,39,9803
394,CARROT,36,36,9983
394,TOMATO,70,70,9920
394,STRAWBERRY,220,220,9857
394,MELON,272,272,9988
394,EGG,58,58,9866
394,MILK,257,257,9875
394,WOOL,225,225,9983
394,FERTILIZER,100,100,10000
395,WHEAT,39,39,9803
395,CARROT,36,36,9983
395,TOMATO,70,70,9920
395,STRAWBERRY,220,220,9857
395,MELON,272,272,9988
395,EGG,58,58,9866
395,MILK,257,257,9875
395,WOOL,225,225,9983
395,FERTILIZER,100,100,10000
396,WHEAT,39,39,9803
396,CARROT,36,36,9983
396,TOMATO,70,70,9920
396,STRAWBERRY,220,220,9857
396,MELON,272,272,9988
396,EGG,58,58,9866
396,MILK,257,257,9875
396,WOOL,225,225,9983
396,FERTILIZER,100,100,10000
397,WHEAT,39,39,9799
397,CARROT,36,36,9983
397,TOMATO,70,70,9919
397,STRAWBERRY,221,220,9855
397,MELON,272,272,9988
397,EGG,58,58,9863
397,MILK,258,257,9873
397,WOOL,225,225,9983
397,FERTILIZER,100,100,10000
398,WHEAT,39,39,9799
398,CARROT,36,36,9983
398,TOMATO,70,70,9919
398,STRAWBERRY,221,221,9855
398,MELON,272,272,9988
398,EGG,58,58,9863
398,MILK,258,258,9873
398,WOOL,225,225,9983
398,FERTILIZER,100,100,10000
399,WHEAT,39,39,9799
399,CARROT,36,36,9983
399,TOMATO,70,70,9919
399,STRAWBERRY,221,221,9855
399,MELON,272,272,9988
399,EGG,58,58,9863
399,MILK,258,258,9873
399,WOOL,225,225,9983
399,FERTILIZER,100,100,10000
400,WHEAT,39,39,9799
400,CARROT,36,36,9983
400,TOMATO,70,70,9919
400,STRAWBERRY,221,221,9855
400,MELON,272,272,9988
400,EGG,58,58,9863
400,MILK,258,258,9873
400,WOOL,225,225,9983
400,FERTILIZER,100,100,10000
401,WHEAT,39,39,9795
401,CARROT,36,36,9983
401,TOMATO,70,70,9918
401,STRAWBERRY,222,221,9853
401,MELON,272,272,9988
401,EGG,58,58,9860
401,MILK,259,258,9871
401,WOOL,225,225,9983
401,FERTILIZER,100,100,10000
402,WHEAT,39,39,9795
402,CARROT,36,36,9983
402,TOMATO,70,70,9918
402,STRAWBERRY,222,222,9853
402,MELON,272,272,9988
402,EGG,58,58,9860
402,MILK,259,259,9871
402,WOOL,225,225,9983
402,FERTILIZER,100,100,10000
403,WHEAT,39,39,9795
403,CARROT,36,36,9983
403,TOMATO,70,70,9918
403,STRAWBERRY,222,222,9853
403,MELON,272,272,9988
403,EGG,58,58,9860
403,MILK,259,259,9871
403,WOOL,225,225,9983
403,FERTILIZER,100,100,10000
404,WHEAT,39,39,9795
404,CARROT,36,36,9983
404,TOMATO,70,70,9918
404,STRAWBERRY,222,222,9853
404,MELON,272,272,9988
404,EGG,58,58,9860
404,MILK,259,259,9871
404,WOOL,225,225,9983
404,FERTILIZER,100,100,10000
405,WHEAT,39,39,9791
405,CARROT,36,36,9983
405,TOMATO,70,70,9917
405,STRAWBERRY,223,222,9851
405,MELON,272,272,9988
405,EGG,59,58,9857
405,MILK,259,259,9869
405,WOOL,225,225,9983
405,FERTILIZER,100,100,10000
406,WHEAT,39,39,9791
406,CARROT,36,36,9983
406,TOMATO,70,70,9917
406,STRAWBERRY,223,223,9851
406,MELON,272,272,9988
406,EGG,59,59,9857
406,MILK,259,259,9869
406,WOOL,225,225,9983
406,FERTILIZER,100,100,10000
407,WHEAT,39,39,9791
407,CARROT,36,36,9983
407,TOMATO,70,70,9917
407,STRAWBERRY,223,223,9851
407,MELON,272,272,9988
407,EGG,59,59,9857
407,MILK,259,259,9869
407,WOOL,225,225,9983
407,FERTILIZER,100,100,10000
408,WHEAT,39,39,9791
408,CARROT,36,36,9983
408,TOMATO,70,70,9917
408,STRAWBERRY,223,223,9851
408,MELON,272,272,9988
408,EGG,59,59,9857
408,MILK,259,259,9869
408,WOOL,225,225,9983
408,FERTILIZER,100,100,10000
409,WHEAT,40,39,9786
409,CARROT,36,36,9982
409,TOMATO,70,70,9915
409,STRAWBERRY,224,223,9848
409,MELON,273,272,9987
409,EGG,59,59,9853
409,MILK,261,259,9866
409,WOOL,225,225,9982
409,FERTILIZER,100,100,10000
410,WHEAT,40,40,9786
410,CARROT,36,36,9982
410,TOMATO,70,70,9915
410,STRAWBERRY,224,224,9848
410,MELON,273,273,9987
410,EGG,59,59,9853
410,MILK,261,261,9866
410,WOOL,225,225,9982
410,FERTILIZER,100,100,10000
411,WHEAT,40,40,9786
411,CARROT,36,36,9982
411,TOMATO,70,70,9915
411,STRAWBERRY,224,224,9848
411,MELON,273,273,9987
411,EGG,59,59,9853
411,MILK,261,261,9866
411,WOOL,225,225,9982
411,FERTILIZER,100,100,10000
412,WHEAT,40,40,9786
412,CARROT,36,36,9982
412,TOMATO,70,70,9915
412,STRAWBERRY,224,224,9848
412,MELON,273,273,9987
412,EGG,59,59,9853
412,MILK,261,261,9866
412,WOOL,225,225,9982
412,FERTILIZER,100,100,10000
413,WHEAT,40,40,9782
413,CARROT,36,36,9982
413,TOMATO,70,70,9914
413,STRAWBERRY,224,224,9846
413,MELON,273,273,9987
413,EGG,59,59,9850
413,MILK,261,261,9864
413,WOOL,225,225,9982
413,FERTILIZER,100,100,10000
414,WHEAT,40,40,9782
414,CARROT,36,36,9982
414,TOMATO,70,70,9914
414,STRAWBERRY,224,224,9846
414,MELON,273,273,9987
414,EGG,59,59,9850
414,MILK,261,261,9864
414,WOOL,225,225,9982
414,FERTILIZER,100,100,10000
415,WHEAT,40,40,9782
415,CARROT,36,36,9982
415,TOMATO,70,70,9914
415,STRAWBERRY,224,224,9846
415,MELON,273,273,9987
415,EGG,59,59,9850
415,MILK,261,261,9864
415,WOOL,225,225,9982
415,FERTILIZER,100,100,10000
416,WHEAT,40,40,9782
416,CARROT,36,36,9982
416,TOMATO,70,70,9914
416,STRAWBERRY,224,224,9846
416,MELON,273,273,9987
416,EGG,59,59,9850
416,MILK,261,261,9864
416,WOOL,225,225,9982
416,FERTILIZER,100,100,10000
417,WHEAT,40,40,9778
417,CARROT,36,36,9982
417,TOMATO,70,70,9913
417,STRAWBERRY,225,224,9844
417,MELON,273,273,9987
417,EGG,59,59,9847
417,MILK,262,261,9862
417,WOOL,225,225,9982
417,FERTILIZER,100,100,10000
418,WHEAT,40,40,9778
418,CARROT,36,36,9982
418,TOMATO,70,70,9913
418,STRAWBERRY,225,225,9844
418,MELON,273,273,9987
418,EGG,59,59,9847
418,MILK,262,262,9862
418,WOOL,225,225,9982
418,FERTILIZER,100,100,10000
419,WHEAT,40,40,9778
419,CARROT,36,36,9982
419,TOMATO,70,70,9913
419,STRAWBERRY,225,225,9844
419,MELON,273,273,9987
419,EGG,59,59,9847
419,MILK,262,262,9862
419,WOOL,225,225,9982
419,FERTILIZER,100,100,10000
420,WHEAT,40,40,9778
420,CARROT,36,36,9982
420,TOMATO,70,70,9913
420,STRAWBERRY,225,225,9844
420,MELON,273,273,9987
420,EGG,59,59,9847
420,MILK,262,262,9862
420,WOOL,225,225,9982
420,FERTILIZER,100,100,10000
421,WHEAT,40,40,9774
421,CARROT,36,36,9982
421,TOMATO,71,70,9912
421,STRAWBERRY,226,225,9842
421,MELON,273,273,9987
421,EGG,59,59,9844
421,MILK,263,262,9860
421,WOOL,225,225,9982
421,FERTILIZER,100,100,10000
422,WHEAT,40,40,9774
422,CARROT,36,36,9982
422,TOMATO,71,71,9912
422,STRAWBERRY,226,226,9842
422,MELON,273,273,9987
422,EGG,59,59,9844
422,MILK,263,263,9860
422,WOOL,225,225,9982
422,FERTILIZER,100,100,10000
423,WHEAT,40,40,9774
423,CARROT,36,36,9982
423,TOMATO,71,71,9912
423,STRAWBERRY,226,226,9842
423,MELON,273,273,9987
423,EGG,59,59,9844
423,MILK,263,263,9860
423,WOOL,225,225,9982
423,FERTILIZER,100,100,10000
424,WHEAT,40,40,9774
424,CARROT,36,36,9982
424,TOMATO,71,71,9912
424,STRAWBERRY,226,226,9842
424,MELON,273,273,9987
424,EGG,59,59,9844
424,MILK,263,263,9860
424,WOOL,225,225,9982
424,FERTILIZER,100,100,10000
425,WHEAT,40,40,9770
425,CARROT,36,36,9982
425,TOMATO,71,71,9911
425,STRAWBERRY,226,226,9840
425,MELON,273,273,9987
425,EGG,60,59,9841
425,MILK,264,263,9858
425,WOOL,225,225,9982
425,FERTILIZER,100,100,10000
426,WHEAT,40,40,9770
426,CARROT,36,36,9982
426,TOMATO,71,71,9911
426,STRAWBERRY,226,226,9840
426,MELON,273,273,9987
426,EGG,60,60,9841
426,MILK,264,264,9858
426,WOOL,225,225,9982
426,FERTILIZER,100,100,10000
427,WHEAT,40,40,9770
427,CARROT,36,36,9982
427,TOMATO,71,71,9911
427,STRAWBERRY,226,226,9840
427,MELON,273,273,9987
427,EGG,60,60,9841
427,MILK,264,264,9858
427,WOOL,225,225,9982
427,FERTILIZER,100,100,10000
428,WHEAT,40,40,9770
428,CARROT,36,36,9982
428,TOMATO,71,71,9911
428,STRAWBERRY,226,226,9840
428,MELON,273,273,9987
428,EGG,60,60,9841
428,MILK,264,264,9858
428,WOOL,225,225,9982
428,FERTILIZER,100,100,10000
429,WHEAT,40,40,9766
429,CARROT,36,36,9982
429,TOMATO,71,71,9910
429,STRAWBERRY,227,226,9838
429,MELON,273,273,9987
429,EGG,60,60,9838
429,MILK,264,264,9856
429,WOOL,225,225,9982
429,FERTILIZER,100,100,10000
430,WHEAT,40,40,9766
430,CARROT,36,36,9982
430,TOMATO,71,71,9910
430,STRAWBERRY,227,227,9838
430,MELON,273,273,9987
430,EGG,60,60,9838
430,MILK,264,264,9856
430,WOOL,225,225,9982
430,FERTILIZER,100,100,10000
431,WHEAT,40,40,9766
431,CARROT,36,36,9982
431,TOMATO,71,71,9910
431,STRAWBERRY,227,227,9838
431,MELON,273,273,9987
431,EGG,60,60,9838
431,MILK,264,264,9856
431,WOOL,225,225,9982
431,FERTILIZER,100,100,10000
432,WHEAT,40,40,9766
432,CARROT,36,36,9982
432,TOMATO,71,71,9910
432,STRAWBERRY,227,227,9838
432,MELON,273,273,9987
432,EGG,60,60,9838
432,MILK,264,264,9856
432,WOOL,225,225,9982
432,FERTILIZER,100,100,10000
433,WHEAT,40,40,9761
433,CARROT,36,36,9981
433,TOMATO,71,71,9908
433,STRAWBERRY,228,227,9834
433,MELON,274,273,9986
433,EGG,60,60,9834
433,MILK,266,264,9852
433,WOOL,226,225,9981
433,FERTILIZER,100,100,10000
434,WHEAT,40,40,9761
434,CARROT,36,36,9981
434,TOMATO,71,71,9908
434,STRAWBERRY,228,228,9834
434,MELON,274,274,9986
434,EGG,60,60,9834
434,MILK,266,266,9852
434,WOOL,226,226,9981
434,FERTILIZER,100,100,10000
435,WHEAT,40,40,9761
435,CARROT,36,36,9981
435,TOMATO,71,71,9908
435,STRAWBERRY,228,228,9834
435,MELON,274,274,9986
435,EGG,60,60,9834
435,MILK,266,266,9852
435,WOOL,226,226,9981
435,FERTILIZER,100,100,10000
436,WHEAT,40,40,9761
436,CARROT,36,36,9981
436,TOMATO,71,71,9908
436,STRAWBERRY,228,228,9834
436,MELON,274,274,9986
436,EGG,60,60,9834
